a,b,c,d,e,PM2.5
-1.43459,0.32819,1.08086,0.25978,0.98918,0.026548673
-1.48106,0.04428,1.22208,-0.1842,0.4554,0.061946903
-1.2252,-0.32768,1.09204,-0.70269,0.38103,0.044247788
-1.02524,-0.85162,0.94824,-1.01041,-0.16905,0.053097345
-0.85147,-1.03187,1.03035,-0.81672,-0.51875,0.044247788
0.07526,-0.7547,1.25018,-0.71947,-0.00468,0.044247788
-0.23459,0.29265,1.16734,0.68641,0.2787,0.061946903
0.37438,0.86118,0.54455,1.53107,0.21803,0.017699115
0.54591,1.10834,0.17851,2.04658,0.56978,0.088495575
0.42867,1.18519,-0.08269,1.83714,0.43174,0.132743363
-0.24491,1.34977,-0.07695,1.61732,0.46594,0.203539823
3.57518,2.57747,-0.18004,7.8634,-5.25598,0.159292035
0.86613,1.16091,-0.07699,1.83274,-0.76148,0.115044248
1.99038,0.44215,1.0418,1.35978,-0.79084,0.07079646
-0.07443,0.28738,0.4387,0.37352,0.7839,0.088495575
1.57143,0.67121,0.97483,2.01287,-1.16163,0.14159292
4.47745,2.33112,1.61294,5.70455,-5.03601,0.283185841
0.82979,1.10884,1.6395,3.32078,1.99847,0.318584071
-0.61115,0.23738,0.78152,0.33061,0.92722,0.336283186
-0.71692,0.00072,0.80482,0.23293,0.79051,0.185840708
-1.06816,-0.01922,0.79719,0.32485,0.64796,0.097345133
-1.21389,-0.24756,0.93189,-0.49667,0.24469,0.044247788
-1.48962,0.12166,1.15131,0.07658,0.37757,0.026548673
-1.50039,0.26126,1.13909,0.11776,0.3882,0.061946903
-1.47584,1.00324,1.25855,1.94122,0.91536,0.053097345
-1.35013,1.27633,1.24786,2.82307,1.49421,0.07079646
-1.42829,0.55398,1.01833,0.81965,0.3195,0.026548673
-1.48501,0.77407,1.02213,0.99013,0.41454,0.053097345
-1.45978,0.98362,1.05632,1.27177,0.3462,0.053097345
-0.98542,0.79806,1.36335,1.21079,0.29264,0.053097345
-1.08254,1.13814,1.45015,1.78989,0.41893,0.026548673
-0.70206,2.03645,1.68503,3.83343,0.72965,0.017699115
-0.90975,1.57591,1.47681,3.16982,0.98731,0.017699115
-1.20864,0.72902,1.26594,1.40488,0.60496,0.017699115
-1.07937,0.84247,1.17767,1.34525,0.39052,0.017699115
-1.18706,1.28747,1.00925,1.73535,0.49113,0.017699115
-0.99131,1.79732,1.06649,2.93396,0.67707,0.026548673
-0.44646,1.60892,1.53507,3.48474,1.41443,0.132743363
-0.74187,1.24137,1.3891,2.31102,0.57551,0.115044248
-0.59532,1.05399,1.69987,2.34965,0.55745,0.123893805
-0.75971,0.70412,1.66385,1.30799,0.36567,0.079646018
-0.49846,0.13539,1.23449,0.70634,0.60562,0.088495575
-1.18266,0.78344,1.34687,1.54541,0.45245,0.088495575
-1.24912,1.14835,1.21473,1.90938,0.55079,0.03539823
-1.23555,0.71596,0.81956,0.79903,0.29809,0.14159292
-1.21882,0.64259,0.50881,0.37117,0.11219,0.10619469
-1.45135,0.92191,0.52229,0.50124,0.16388,0.185840708
-1.43378,0.67238,0.14001,0.79662,0.63226,0.097345133
-1.5746,0.65153,0.66629,0.17954,0.27082,0.115044248
-0.69831,0.15814,0.52812,-0.2587,0.57212,0.07079646
-0.70815,0.4605,0.59127,0.50824,0.52528,0.07079646
-1.13334,0.73373,0.71038,0.2288,0.19213,0.053097345
-0.83524,0.77486,1.00002,0.68834,0.05161,0.044247788
-1.15216,1.60371,1.12713,2.44707,0.42746,0.026548673
-0.98177,1.91812,1.0164,2.99419,0.61036,0.044247788
-0.05728,2.27723,0.97818,4.4389,0.89805,0.07079646
0.55001,1.94824,0.9701,4.57107,1.0405,0.061946903
-0.66031,1.41271,0.86823,2.12518,0.28462,0.10619469
-0.93318,1.76052,0.71461,2.3847,0.48258,0.061946903
-0.5646,1.75909,0.3647,2.85109,0.86543,0.088495575
-0.56718,1.58707,0.23128,2.34206,0.827,0.061946903
0.26183,1.1434,0.68287,2.00292,0.50974,0.123893805
-0.07346,1.51882,0.14389,2.14438,0.67605,0.10619469
0.2024,0.87449,0.6623,1.04316,0.1547,0.123893805
-0.27407,0.89156,0.64563,1.21392,0.2562,0.061946903
-0.47457,0.59364,0.6686,0.79776,0.39134,0.097345133
-0.62365,0.47171,0.78569,0.73758,0.477,0.044247788
-0.71094,0.42925,0.727,0.5993,0.54002,0.053097345
-0.34999,0.34964,0.77895,0.99347,0.63163,0.026548673
-0.55741,0.32374,0.92893,0.79793,0.57106,0.026548673
-0.80675,0.65583,0.90574,1.21631,0.69393,0.097345133
-1.08008,0.74662,0.95898,1.48631,0.92607,0.079646018
-1.33736,0.87886,1.10656,1.49317,0.744,0.132743363
-1.55486,0.94362,1.29298,1.5696,0.70737,0.097345133
-1.32139,0.61874,1.04634,0.65605,0.24558,0.17699115
-1.25296,0.54802,0.98599,0.46768,0.15856,0.150442478
-1.17547,0.83179,1.11181,1.05531,0.22236,0.168141593
-0.75334,0.9626,1.12208,1.2251,0.19701,0.123893805
-0.22078,1.34152,0.82546,2.09697,0.29592,0.10619469
0.10621,1.61557,0.63469,2.15958,0.30339,0.061946903
0.47561,1.66533,0.12497,2.46834,0.44803,0.14159292
0.06797,1.49571,-0.34858,1.47075,0.38974,0.115044248
0.85238,2.09071,-0.08737,2.66196,-0.74631,0.168141593
0.42346,1.83986,-0.08504,2.1775,-0.47725,0.10619469
0.23741,1.68985,-0.159,1.37831,-0.08166,0.212389381
0.57062,1.30461,0.49215,0.64601,0.18308,0.230088496
0.20137,1.22151,0.54862,0.0728,0.06111,0.194690265
0.72193,1.08455,0.39395,0.80686,-0.48617,0.185840708
1.19907,0.45032,0.7504,0.52759,-0.6326,0.17699115
0.50827,-0.12672,0.65519,-0.08327,-0.34378,0.150442478
0.24593,-0.30206,0.56122,0.19477,-0.42227,0.17699115
0.18009,-0.57358,0.66392,-0.12308,-0.29763,0.168141593
0.90359,-0.67563,0.61023,-0.28215,0.01167,0.247787611
0.15789,-0.18061,0.90841,0.14793,0.23418,0.14159292
-0.46464,-0.62299,0.30159,-0.0762,-0.26966,0.185840708
-0.65498,-0.66118,0.66301,0.21708,0.04815,0.194690265
-0.63436,-0.80917,0.48871,-0.24694,-0.10581,0.292035398
-0.42393,-0.89927,0.70521,-0.28706,-0.19913,0.221238938
-0.48341,-0.94943,0.35949,-0.20047,-0.3262,0.274336283
-0.49481,-0.86338,0.59747,-0.1075,-0.0073,0.17699115
-0.29081,-0.97897,0.73838,-0.02289,-0.27516,0.194690265
1.19109,-1.36562,1.9437,0.82139,-1.39195,0.150442478
0.33399,-0.17996,1.44511,-0.02037,-1.94552,0.168141593
0.4186,0.01996,1.03691,-0.00256,-2.36888,0.097345133
-0.3645,1.30013,0.32697,-2.14787,0.37974,0.097345133
-0.46411,1.59695,-0.01925,-1.82335,0.37063,0.07079646
-0.49063,1.86857,0.15142,-1.02647,0.34279,0.115044248
-0.59563,1.90834,0.05015,-0.87195,0.48445,0.07079646
-0.6731,1.75633,0.29403,-0.67866,0.62457,0.10619469
-0.53542,1.61365,1.02298,-0.73296,0.51411,0.097345133
-0.17794,1.17991,1.26612,-0.85097,0.43854,0.194690265
-0.22359,0.88968,1.0873,-1.36622,0.52258,0.230088496
-0.00985,-0.64386,0.87737,-0.59296,-1.40834,0.203539823
0.10125,-0.60784,1.19032,-0.03224,-0.77741,0.168141593
-0.37878,-0.56503,1.3605,0.05616,-0.57979,0.185840708
-0.37618,-0.51792,1.25576,-0.00517,-0.58898,0.230088496
-0.17875,-0.83797,1.26783,-0.79443,-0.86103,0.230088496
0.34596,-0.73745,1.06145,-0.60149,-0.41951,0.150442478
0.45197,-0.87673,1.08077,-0.46543,-0.79388,0.132743363
0.27536,-0.75582,1.03483,-0.05037,-0.55625,0.10619469
0.28154,-0.9192,0.90818,-0.11105,-0.3924,0.097345133
-0.18468,-0.96798,0.43071,-0.50787,-0.56859,0.168141593
-0.47418,-1.03309,0.63919,-0.22797,-0.27757,0.318584071
-0.48979,-0.86137,0.71537,0.08005,-0.0348,0.292035398
-0.3329,-0.91444,1.02224,0.1945,-0.16358,0.256637168
0.05153,-0.34065,0.93801,-0.25004,-0.09294,0.132743363
0.26078,0.67254,0.53391,0.54577,0.07226,0.221238938
0.2405,0.77876,-0.14789,-0.15285,0.00652,0.247787611
0.4353,1.16807,-1.28614,-0.23495,-0.14264,0.274336283
0.51241,1.42592,-1.57337,-0.7627,-0.04129,0.336283186
0.25412,1.24978,-1.74571,-1.5955,0.24649,0.336283186
-0.11276,0.11697,-0.7891,-0.0088,-0.67884,0.309734513
0.38769,0.19672,0.45481,-0.982,-0.92329,0.256637168
1.1193,1.57349,1.27729,-1.134,-0.46636,0.150442478
1.19077,1.33453,1.2986,-0.70191,-0.14244,0.150442478
1.6768,1.33909,2.05778,-0.90023,-0.89399,0.150442478
1.6601,0.22802,1.74013,-0.87239,-1.10247,0.14159292
1.36691,-0.25288,1.98337,0.80403,-1.36789,0.10619469
2.29,-0.31824,3.66324,1.59889,-1.74482,0.17699115
1.34554,-0.49418,2.31247,1.34321,-0.89982,0.185840708
0.51724,-0.67652,1.55398,0.49656,-0.66163,0.17699115
-0.25041,-0.32766,0.58275,0.53746,-0.13602,0.185840708
-0.71011,-0.41796,0.30002,0.21828,0.11762,0.150442478
-0.95248,-0.46628,0.38556,0.08545,0.0809,0.247787611
-0.7805,-0.6431,0.31291,0.08974,0.13138,0.168141593
-0.68057,-0.65541,0.30735,-0.13053,0.01567,0.150442478
-0.85574,-0.6438,0.6065,-0.31735,-0.46411,0.079646018
-0.81756,-0.59683,0.76916,-0.09173,-0.39468,0.079646018
-0.2558,-0.60593,0.76704,-0.28795,0.09464,0.115044248
0.42408,0.47499,1.13338,1.101,0.33041,0.185840708
0.66986,0.84453,0.48566,1.51271,0.22457,0.168141593
0.66598,1.36125,-0.10364,1.50454,0.06894,0.194690265
0.21692,1.3883,-0.41034,0.69464,0.04207,0.14159292
0.15522,1.42897,-0.71981,0.16122,-0.00601,0.212389381
-0.29473,1.52877,-0.6482,-0.16037,0.30236,0.203539823
-0.25671,1.48292,-0.07807,-0.39353,0.14594,0.238938053
-0.60085,1.57303,0.42484,-0.33788,0.48422,0.203539823
-0.03865,1.54384,0.81108,-0.3495,-0.1177,0.247787611
1.24504,0.78123,1.74693,0.16434,-0.60959,0.185840708
0.30552,0.42875,0.58612,-0.62625,-0.18084,0.159292035
1.00787,-0.19589,0.87461,-0.28865,-0.90014,0.123893805
0.49898,-0.4323,1.12365,0.41594,-0.7641,0.123893805
0.66224,-0.46511,1.17657,0.77021,-0.62021,0.115044248
0.48421,-0.66348,1.11407,0.64493,-0.38352,0.097345133
0.3942,-0.86718,1.04721,0.26893,-0.39848,0.07079646
0.00478,-0.59708,1.22514,0.54506,-0.40731,0.088495575
0.09582,-1.0004,0.92927,-0.05877,-0.23758,0.115044248
0.09065,-1.00162,0.93744,0.19848,-0.2205,0.088495575
0.24337,-1.02929,1.05613,0.55931,-0.00414,0.10619469
0.98714,-1.45274,1.1682,0.73327,-0.16911,0.097345133
0.1732,-1.0658,0.78056,0.21239,-0.14564,0.123893805
-0.32257,-0.86958,0.66502,0.09923,-0.40671,0.132743363
0.17265,-0.66964,0.63413,-0.65542,-0.16143,0.07079646
1.26826,-0.71466,1.12163,-0.47348,-0.84171,0.061946903
0.83495,0.95437,1.18742,-1.54413,0.31549,0.10619469
1.00702,1.39405,0.85466,-0.8109,0.20212,0.168141593
0.45981,1.39601,0.31481,-1.42307,0.46879,0.247787611
0.48901,1.67501,-0.43295,-1.16071,0.53694,0.230088496
-0.09007,1.78062,-0.372,-0.8923,0.82384,0.247787611
-0.02709,1.6828,-0.27127,-0.38601,0.97907,0.185840708
-0.21566,1.6821,-0.56928,-0.38001,1.22069,0.247787611
-0.26745,1.02122,-1.1505,-0.78194,0.50116,0.265486726
-0.33953,0.44581,-1.39943,0.4035,-0.57667,0.292035398
-0.14654,-0.23456,-0.94013,0.07345,-0.38155,0.265486726
-0.17588,-0.32585,-0.91949,0.15993,-0.37879,0.265486726
0.32026,-0.65362,-0.88163,0.12929,-0.10969,0.265486726
0.78997,-0.71871,-0.39974,0.42855,0.1473,0.221238938
1.82386,0.41924,-0.08486,0.44925,-0.19376,0.265486726
0.71622,-0.38761,0.03618,0.19148,-0.26578,0.265486726
0.14777,-0.54844,-0.13299,0.61209,0.18987,0.283185841
0.13193,-0.88027,-0.12348,0.06337,0.20028,0.185840708
0.11213,-0.8528,-0.29578,0.0188,0.1203,0.185840708
-0.09612,-0.71792,-0.20656,0.19278,-0.14487,0.150442478
-0.15776,-0.71465,0.12404,0.06337,-0.19262,0.203539823
-0.12875,-0.75872,-0.12597,0.39275,0.18454,0.168141593
-0.04918,-0.95033,0.277,0.23793,-0.00417,0.238938053
-0.04781,-0.94975,0.39331,-0.03247,-0.48289,0.132743363
0.42353,-1.01828,0.56118,0.09028,-1.10491,0.115044248
0.00905,-0.54296,-0.31354,0.21745,-1.02492,0.10619469
-0.55386,0.37803,-0.69732,-0.96463,-0.08559,0.14159292
-2.93902,3.74296,6.20125,-3.99394,-6.78934,0.300884956
0.61917,1.65796,-1.42534,-1.05849,0.96194,0.327433628
0.22721,2.13609,-1.13688,-1.2915,0.34226,0.451327434
0.01187,1.57325,-1.29072,-1.94539,0.16052,0.318584071
-0.15424,2.0242,-0.55158,-0.67892,0.86386,0.309734513
-0.14804,1.59004,0.66097,-0.9656,0.33964,0.221238938
-0.23984,1.53813,0.43703,-1.33535,0.34957,0.230088496
-0.30434,0.47349,0.27679,-1.47412,-0.64864,0.115044248
-0.15496,-0.07095,0.13547,-0.301,-0.90164,0.115044248
-0.36539,0.09713,0.45335,0.36856,-0.4969,0.097345133
-0.50425,0.06749,0.17548,0.04793,-0.53745,0.150442478
-0.66513,-0.10478,0.60454,-0.01898,-0.51089,0.168141593
-0.30745,-0.28048,0.29043,-0.09596,-0.30926,0.168141593
-0.37792,-0.5268,0.01065,-0.73339,-0.35903,0.203539823
-0.45092,-0.61043,-0.06265,-0.72985,-0.40874,0.230088496
-0.543,-0.4892,0.11553,-0.16276,-0.1636,0.238938053
-0.71091,-0.49543,0.26291,0.004,0.01037,0.185840708
-0.76695,-0.64747,0.43448,-0.25226,0.06969,0.150442478
-0.83727,-0.62698,0.45215,0.09147,0.13883,0.159292035
-0.62523,-0.60324,0.46725,0.21611,-0.031,0.168141593
-0.15195,-0.82527,0.50512,0.08002,-0.27411,0.097345133
0.39887,-0.36486,0.6156,-0.29835,-0.81182,0.123893805
0.2942,0.45726,-0.05496,-0.83218,0.00394,0.203539823
0.08128,0.9826,-0.41528,-0.89187,-0.48869,0.256637168
0.52956,1.206,-0.96916,-2.06523,0.15565,0.283185841
0.37943,1.91966,-0.88485,-0.97879,0.57659,0.309734513
0.42426,2.31323,-1.0708,-1.28705,0.10996,0.389380531
0.43086,2.07251,-0.85164,-1.63509,0.26557,0.460176991
0.21284,1.72468,-0.93013,-2.24125,0.59282,0.398230088
-0.34955,0.77071,-0.77404,-1.2933,0.07713,0.353982301
-0.29274,1.20039,0.31091,-1.44202,0.59861,0.17699115
-0.55305,-0.51388,0.16547,-0.18086,-1.29063,0.194690265
-0.12927,-0.7315,-0.00243,-0.5653,-1.00524,0.185840708
0.17094,-0.67405,0.77647,-0.18577,-0.61479,0.203539823
0.06317,-0.6437,0.96145,0.23667,-0.44161,0.194690265
-0.11316,-0.59718,0.95893,0.23311,-0.31271,0.132743363
-0.078,-0.23093,0.90087,0.43671,-0.0409,0.185840708
0.71692,0.02501,0.78303,0.77273,0.28475,0.185840708
0.15602,0.34303,0.7204,0.58662,0.17635,0.185840708
-0.42301,0.32323,0.26902,0.15116,0.13414,0.194690265
-0.69675,0.48993,0.21611,-0.0629,0.17776,0.203539823
-0.84578,1.0176,0.41269,0.7831,0.46408,0.309734513
-0.78433,0.53618,0.27589,-0.05033,0.18796,0.230088496
-0.78763,0.73027,0.40605,0.36352,0.29505,0.203539823
-0.71199,0.52138,0.24852,-0.06851,0.16356,0.123893805
-0.89918,0.45682,0.52296,-0.31931,-0.08766,0.150442478
-1.11244,1.05283,0.42518,0.67086,0.21919,0.168141593
-0.96034,1.36456,0.28957,0.57895,0.11115,0.203539823
-0.82874,1.58247,-0.02318,0.51817,-0.10863,0.247787611
-0.74559,1.55442,-0.69009,0.20637,0.09392,0.185840708
-0.4974,1.98588,-0.93911,0.45277,0.18102,0.150442478
-0.61561,1.95459,-0.41661,0.43554,0.26247,0.10619469
-0.55786,2.01131,-0.21474,0.32878,0.47409,0.203539823
0.39261,1.93511,0.68,-0.36051,-0.25306,0.230088496
0.44109,1.74484,0.76796,-0.56535,-0.26263,0.300884956
0.46359,1.28887,0.1436,-1.18042,-0.55182,0.274336283
0.94579,0.31469,0.18097,-0.68378,-1.52976,0.327433628
0.80862,0.08677,0.3781,0.08657,-1.27668,0.353982301
-0.02752,0.15985,0.32029,-0.03707,-0.32134,0.336283186
-0.18877,-0.13299,0.109,-0.67976,-0.24719,0.256637168
-0.67295,-0.04317,0.35232,-0.20042,-0.08466,0.221238938
-0.68765,-0.15251,0.12647,-0.34095,-0.31325,0.221238938
-0.60815,-0.57437,0.16866,-0.6367,-0.5105,0.265486726
-0.83909,-0.55926,0.27826,-0.34696,-0.17591,0.256637168
-0.97169,-0.50271,0.31113,-0.18289,-0.0383,0.185840708
-1.04427,-0.5433,0.46405,-0.1212,0.08163,0.123893805
-0.99623,-0.61112,0.46705,-0.16999,-0.00675,0.079646018
-0.92536,-0.65702,0.70993,-0.02699,0.11549,0.079646018
-0.63385,-0.958,0.46061,-0.05692,-0.31542,0.03539823
-0.24735,-0.61462,0.60742,-0.9014,-0.09257,0.07079646
-0.53635,0.135,0.10403,-0.80735,0.23357,0.203539823
-0.20268,0.60951,0.02695,-1.59434,0.56598,0.309734513
-0.40082,0.351,-0.43385,-1.58469,0.19277,0.247787611
-0.3348,1.32384,-0.25294,-0.93771,0.62835,0.185840708
-0.34653,1.62314,0.43018,-0.89968,0.64737,0.168141593
-0.44839,1.8107,0.96559,-0.59339,0.33921,0.185840708
0.26563,2.07114,1.66121,-0.21131,-0.20986,0.123893805
-0.15835,1.73216,1.54835,-0.7071,-0.09323,0.07079646
0.2133,1.11011,1.35388,-1.08056,-0.63161,0.10619469
-0.54688,0.91139,0.83594,-1.3282,0.25912,0.123893805
-0.32502,0.36752,0.54686,-2.30037,0.0884,0.097345133
-0.246,-0.42393,0.40332,-0.0716,-0.4241,0.10619469
-0.2558,-0.52902,0.71316,0.09868,-0.32234,0.168141593
-0.48165,-0.64046,0.80631,0.20323,-0.14508,0.150442478
-0.64918,-0.44686,0.58662,0.27537,0.0751,0.168141593
-0.71826,-0.71062,0.54143,-0.13019,0.06865,0.10619469
-0.67149,-0.73059,0.36329,-0.3409,-0.02065,0.17699115
-0.53191,-0.40033,0.41438,-0.53731,0.02966,0.168141593
-0.33439,0.18503,0.8689,-0.80162,-0.33146,0.150442478
-0.85467,-0.78559,0.50422,-0.67496,-0.31443,0.10619469
-0.91388,-1.06627,0.70528,-0.54353,-0.2662,0.061946903
-0.59106,-0.99034,0.77354,-0.36218,-0.27905,0.088495575
-0.09977,-1.47962,0.9289,-0.05926,-1.02771,0.088495575
1.05367,-0.75091,2.11553,-0.59565,-0.21123,0.10619469
-0.11001,0.16693,1.24587,-0.54356,0.08739,0.088495575
0.09722,0.28713,0.89616,-0.41193,-0.04537,0.061946903
0.39738,0.92559,-0.25537,-0.92041,0.31717,0.123893805
0.64617,1.2853,0.17936,-0.76813,0.40268,0.212389381
0.62974,1.51564,0.59391,-0.93851,0.11897,0.283185841
-0.01902,1.57321,0.94609,-1.21142,0.1662,0.185840708
0.14478,1.76691,1.19017,-0.67749,0.05433,0.212389381
0.33004,1.68895,1.51948,-0.66013,-0.12748,0.194690265
0.43287,1.19221,1.56748,-1.01874,0.11564,0.203539823
0.26231,0.89005,1.69065,-1.25594,-0.15585,0.168141593
0.31821,0.27422,0.9984,-1.01698,-0.46648,0.17699115
0.33996,-0.2413,1.38172,0.34729,-0.97236,0.203539823
0.49702,-0.33148,1.52309,0.1767,-0.689,0.115044248
0.60552,-0.47957,1.39904,-0.45293,-0.28059,0.10619469
0.22513,-0.52359,1.20771,0.22928,-0.4619,0.097345133
-0.10063,-0.62343,0.8325,-0.05282,-0.41242,0.079646018
0.1017,-0.6737,0.84568,0.24055,-0.25451,0.044247788
0.00685,-0.76249,1.10359,0.45072,-0.07557,0.053097345
-0.32583,-0.73286,0.97198,0.03369,-0.09442,0.053097345
-0.4817,-0.8123,0.79515,-0.02374,-0.01805,0.061946903
-0.44731,-0.82641,0.86197,0.08585,-0.00632,0.044247788
-0.28826,-0.97073,0.93639,0.05847,0.12136,0.044247788
0.47091,-1.33377,0.88052,0.20501,-0.32357,0.097345133
0.76036,-0.02597,1.15477,-0.50822,-0.71905,0.088495575
0.14896,0.38773,0.13325,0.03758,0.06151,0.10619469
0.15613,0.48024,0.06937,-0.3485,-0.25828,0.044247788
0.37465,1.09507,-0.36827,-1.13226,0.51385,0.044247788
0.33084,1.56885,0.621,-0.38042,0.59605,0.115044248
0.12514,1.77284,0.6175,-0.58036,0.31097,0.185840708
-0.45967,1.58588,0.71557,-0.68143,0.43103,0.230088496
-0.65545,1.09227,0.6436,-1.46409,0.55076,0.132743363
-0.85397,-0.16711,-0.0754,-0.41875,-1.26625,0.123893805
-0.96505,0.06937,-0.09065,-0.16503,-1.10158,0.123893805
-0.84657,-0.05108,-0.14037,-0.28384,-1.29279,0.10619469
-0.08734,-0.24421,0.56954,-0.13684,-0.94878,0.14159292
-0.10929,-0.40298,0.81544,-0.61836,-0.64417,0.159292035
-0.19482,-0.44445,1.15421,-0.1143,-0.69737,0.150442478
0.1452,-0.38031,1.06344,0.1053,-0.6267,0.17699115
1.15508,-0.56031,1.2555,0.24896,-1.06563,0.115044248
1.22379,-0.64981,1.67974,0.4276,-0.99114,0.150442478
1.09877,-0.77052,1.52462,0.35423,-0.92822,0.14159292
0.89893,-0.96063,1.52582,0.3352,-0.69527,0.150442478
0.64491,-0.91033,1.29722,0.39179,-0.53225,0.079646018
0.62824,-1.10447,1.23812,0.23096,-0.63428,0.088495575
0.50104,-0.91032,1.2076,0.29126,-0.37217,0.07079646
-0.12492,-0.96603,0.59561,-0.31481,-0.44514,0.061946903
-0.25331,-0.84233,0.56475,0.04144,-0.39529,0.07079646
0.69338,-1.18864,0.70782,0.10279,-1.3377,0.053097345
0.23679,0.58144,0.40448,-1.8999,0.61339,0.097345133
0.77889,1.11858,0.48502,-1.74813,0.18534,0.14159292
0.09158,1.59035,0.02949,-0.68997,0.76586,0.221238938
-0.2354,1.79159,0.146,-0.50388,0.70506,0.345132743
-0.68231,1.99218,0.20869,-0.29136,0.74535,0.292035398
-0.47832,1.61996,0.19233,-1.30359,0.56791,0.353982301
-0.36936,0.69781,0.02148,-1.12437,-0.54889,0.247787611
-0.50345,1.44107,0.53558,-0.99671,0.6221,0.265486726
-0.13199,1.13799,0.97664,-1.20305,0.49676,0.212389381
0.53725,0.70049,1.4324,-1.46672,0.28455,0.168141593
-0.06895,-0.6279,0.53868,-0.7986,-0.96805,0.230088496
-0.16342,-0.40975,0.89761,-0.1048,-0.6445,0.14159292
-0.44073,-0.38253,0.74168,-0.03076,-0.47674,0.212389381
-0.5509,-0.59483,0.79274,-0.6965,-0.7261,0.17699115
0.52339,0.09807,0.9422,0.04393,-0.34686,0.238938053
0.88818,0.56319,1.34138,0.33028,-0.37768,0.212389381
0.76769,-0.03509,1.03853,0.17583,-0.14003,0.212389381
0.77965,0.28216,1.15732,0.3079,-0.07128,0.203539823
0.68505,0.30402,1.07432,0.23596,-0.05736,0.274336283
0.44736,0.77914,1.24281,0.43692,-0.16897,0.318584071
-0.40546,0.27314,1.87841,1.1972,6.45821,0.265486726
-0.66367,0.5511,0.78139,0.96581,0.85037,0.309734513
-0.69582,0.39052,0.76044,0.28885,0.52781,0.203539823
0.76106,0.38044,1.62253,-0.15269,-0.61922,0.265486726
0.85511,0.39845,1.57889,-0.22506,-0.73821,0.185840708
0.01708,0.45327,0.92065,-0.63655,-0.53717,0.17699115
0.41485,0.006,1.03578,-1.27591,-0.54047,0.194690265
0.19078,-0.08363,1.13788,-0.90626,-0.47396,0.132743363
-0.2609,0.78558,0.91187,-1.89362,0.26874,0.168141593
-0.81841,0.16408,0.32071,-1.53962,-0.1631,0.07079646
-1.17371,-0.28011,-0.02803,-0.30833,-0.88035,0.132743363
-0.86849,0.19903,0.37679,-1.07183,-0.15159,0.097345133
-0.63475,1.04837,0.85009,-1.10601,0.61312,0.17699115
-0.18006,0.7381,1.16828,-1.13891,0.61936,0.150442478
0.01805,-0.16419,0.94452,-1.26558,-0.25768,0.159292035
0.18018,-0.52783,0.91235,0.65702,-0.24607,0.123893805
-0.19659,-0.24538,1.19643,0.62033,-0.53482,0.123893805
-0.61985,-0.27133,1.11784,0.27655,-0.51318,0.10619469
-0.59991,-0.49653,0.67988,0.22946,-0.01281,0.14159292
-0.42312,-0.78767,0.69277,-0.5916,-0.16017,0.088495575
-0.48904,-0.92602,0.71996,-0.26801,-0.16134,0.097345133
-0.72197,-0.70943,1.00496,0.08411,-0.10012,0.026548673
-0.6325,-0.63338,1.10538,0.25581,-0.13267,0.097345133
-0.92824,-0.63781,1.19544,-0.1796,-0.33891,0.07079646
-1.01628,-0.51212,1.09694,0.21111,-0.27778,0.07079646
-0.70385,-0.78207,1.02803,-0.33424,-0.57209,0.017699115
-0.19868,-1.1525,0.81613,-0.00197,-0.70886,0.026548673
0.28777,-0.85914,1.23152,0.2774,-1.13171,0.026548673
-0.61937,0.15129,0.90667,-1.12138,-0.15903,0.07079646
-0.43946,-0.44604,0.63341,-0.16268,-1.48703,0.088495575
-0.72701,0.31936,0.34582,-0.81669,-0.40113,0.097345133
-0.6434,1.38936,0.44223,-1.05138,0.72162,0.097345133
-0.64299,1.1269,0.87663,-1.07245,0.79479,0.07079646
-0.73779,0.36614,0.3124,-1.43741,-0.02368,0.079646018
-0.96813,-0.21999,0.07874,-0.23171,-0.91507,0.044247788
-0.80042,-0.3286,0.41076,-0.33116,-0.85742,0.088495575
-0.55892,-0.7605,0.14749,-0.14635,-1.36504,0.097345133
-0.64399,-0.44396,0.26462,-0.30383,-1.22901,0.10619469
-0.67464,-0.4422,0.59473,-0.17045,-1.07333,0.150442478
-0.52678,-0.76053,0.68104,-0.47391,-1.17347,0.123893805
-0.5969,-0.71791,0.85199,-0.45937,-1.00359,0.150442478
-0.38281,-0.8172,0.75327,-0.38045,-1.2004,0.088495575
-0.19559,-1.09256,0.62663,-0.28453,-0.65417,0.088495575
-0.35443,-1.23981,0.59158,-0.31892,-0.6297,0.07079646
-0.40669,-1.17541,0.82735,-0.47298,-0.26799,0.044247788
-0.566,-0.91972,0.81143,-0.07106,0.01277,0.044247788
-0.27765,-1.06805,0.63376,-0.21371,0.00586,0.026548673
-0.86287,-1.27633,0.74189,-0.46682,-0.35816,0.026548673
-0.58527,-1.43896,0.56395,-0.38085,-0.45753,0.044247788
-0.6769,-0.78217,0.86312,-0.01728,-0.10385,0.017699115
-0.21115,-1.14028,0.97983,-0.03957,-0.47924,0.03539823
0.10223,-0.25423,1.23762,-0.48491,-0.04592,0.026548673
-0.26793,0.37416,0.96807,0.03002,0.45472,0.079646018
-0.65882,0.74948,0.57978,-0.61542,0.02467,0.14159292
-0.78512,0.65744,0.03112,-1.40261,-0.18113,0.203539823
-0.71876,0.97605,-0.135,-2.45423,0.35951,0.185840708
-1.05346,0.35879,-0.86995,-1.03803,-1.13987,0.185840708
-0.90711,0.91758,-0.6943,-1.392,-0.46633,0.185840708
