a,b,c,d,e,PM2.5
-1.15953,0.29369,-1.15065,-0.76165,-1.55222,0.150442478
-0.9794,0.69394,-1.21348,-1.23348,-1.25371,0.132743363
-0.70668,1.13552,-0.5044,-0.75738,-0.76652,0.07079646
0.24885,1.75315,-0.15,0.21993,-0.77372,0.14159292
0.25994,1.38284,-0.43661,-0.2327,-0.82971,0.168141593
0.09443,0.76757,-0.5063,-0.48019,-0.72872,0.230088496
0.05107,0.31358,-0.37005,-0.62283,-0.81235,0.221238938
0.11002,0.10218,-0.13036,-0.83704,-0.84965,0.221238938
-0.11604,-0.31552,0.02806,-0.45402,-0.73157,0.17699115
-0.61268,0.3479,-0.13754,0.27974,-0.63322,0.123893805
-0.95212,0.3478,-0.40055,0.15369,-0.44452,0.168141593
-0.81573,-0.38271,-0.48724,-0.82489,-0.70454,0.212389381
-0.66879,-0.24619,-0.01857,-1.00072,-0.51134,0.230088496
-0.74553,-0.35109,0.24596,-0.56625,-0.25802,0.150442478
-0.34654,-0.31734,0.61777,-0.68597,-0.33479,0.088495575
-0.03721,-0.93517,0.25806,0.02536,-0.31575,0.10619469
0.10521,-0.61157,0.54267,0.46056,0.05854,0.10619469
0.57549,0.39553,0.62995,-0.06813,-0.79721,0.14159292
0.91336,1.53968,0.08012,0.6552,-0.49149,0.17699115
1.35152,1.89533,-0.7436,1.60755,-0.15867,0.256637168
0.88832,2.63516,-0.99696,1.8323,-0.53181,0.300884956
1.88205,2.90485,-1.63564,3.76162,-2.63167,0.362831858
1.06718,2.86033,-1.68261,2.21667,-1.87633,0.433628319
0.91088,2.81035,-1.73262,1.28369,-1.09944,0.513274336
0.56695,2.62993,-1.42665,1.1035,-0.38722,0.451327434
0.6774,2.04,-1.2628,-0.31903,-0.16502,0.318584071
0.65807,1.74395,-1.06642,-1.33137,-0.30482,0.256637168
1.58353,1.29413,-0.06999,-0.7633,-0.44759,0.17699115
0.95159,0.24204,-0.05883,0.2832,-0.87752,0.17699115
0.42454,0.44663,0.15655,0.28558,-0.49036,0.10619469
-0.05985,0.55977,0.37539,0.15469,-0.46741,0.168141593
-0.10894,0.36035,0.03817,-0.7846,-0.48794,0.168141593
-0.31519,-0.08999,-0.05599,-0.45773,-0.67422,0.247787611
-0.43012,-0.35577,-0.15639,-0.72558,-0.54555,0.203539823
-0.60275,-0.74011,0.14507,-0.19349,-0.33479,0.115044248
-0.52542,-0.73603,0.15194,-0.3915,-0.25866,0.14159292
-0.47393,-1.07559,0.04972,-0.23558,-0.37464,0.168141593
-0.31546,-0.95771,-0.23034,-0.34127,0.07577,0.238938053
-0.09041,-1.13974,-0.20063,-0.33809,-0.39929,0.283185841
0.22204,-1.21438,-0.35361,-0.12696,-0.41552,0.318584071
0.62666,-0.99725,-0.01945,-0.1383,-0.30043,0.292035398
0.72037,-1.08622,-0.15479,0.26403,-0.92201,0.309734513
0.99792,0.73385,0.2029,-1.70722,0.55404,0.300884956
1.71795,1.46467,0.52411,-1.38739,-0.18179,0.380530973
1.20168,1.7019,0.01817,-0.67195,0.28251,0.336283186
0.13764,0.92454,-1.17175,-0.1686,-0.03249,0.345132743
-0.9059,0.22622,-1.49973,0.144,-1.14908,0.353982301
-0.44214,1.8117,-0.99866,-1.20135,0.81053,0.283185841
-0.52867,1.56955,-1.08453,-1.09066,0.527,0.274336283
-0.69192,0.55923,-1.45105,-0.22548,-0.6697,0.159292035
-0.6066,0.29918,-1.14237,-0.21918,-0.80476,0.230088496
-0.19873,-0.3178,-0.85876,-0.23543,-0.9991,0.212389381
-0.23538,-0.33265,-0.52609,-0.25035,-0.96256,0.265486726
-0.45192,-0.46836,-0.34417,-0.25899,-0.78608,0.274336283
-0.3985,-0.75881,-0.23608,-0.43801,-0.82676,0.203539823
-0.43269,-0.9511,-0.00019,-0.42467,-0.77147,0.159292035
-0.38548,-0.87669,-0.09308,-0.33101,-0.74054,0.079646018
-0.48906,-0.81687,-0.0144,-0.70455,-0.38802,0.115044248
-0.49165,-0.9159,0.13258,-0.62183,-0.39143,0.07079646
-0.74153,-0.95434,0.368,-0.37302,-0.024,0.10619469
-0.93373,-1.01682,0.43422,-0.13019,0.08688,0.159292035
-0.78847,-1.21076,0.19908,-0.3106,0.39217,0.168141593
-0.89708,-0.89247,0.34879,-0.10439,0.06098,0.185840708
-0.40954,-1.29044,0.07459,-0.49275,0.00093,0.097345133
0.04075,-1.13879,0.06219,0.13118,-0.09577,0.088495575
1.77007,-1.00635,1.30636,-0.00378,-0.68078,0.088495575
0.92625,-0.07066,0.43085,-0.3447,-0.41746,0.150442478
-0.13678,1.12916,-0.30458,-1.955,0.64033,0.150442478
-0.37164,1.35708,-0.50285,-1.41215,0.73538,0.168141593
-0.35155,1.81414,-0.91565,-0.6664,1.12717,0.185840708
-0.50573,1.71921,-0.97449,-1.00117,0.89667,0.247787611
-0.5326,1.63629,-1.04395,-1.42967,0.92237,0.247787611
-0.26019,1.93476,-1.09716,-0.84539,1.06672,0.194690265
0.12944,1.56594,-1.2779,-0.68857,0.76904,0.230088496
0.43691,1.18635,-1.67611,-1.15103,0.7886,0.194690265
0.33103,-0.00265,-1.44528,0.08384,-0.48733,0.203539823
0.41592,-0.45188,-1.00656,-0.03323,-0.55211,0.212389381
0.6049,-0.7471,-0.72235,0.60003,-0.40579,0.194690265
0.20111,-0.59349,-0.8653,0.40309,-0.30183,0.17699115
-0.43599,0.16278,-0.6224,1.16632,-0.04999,0.14159292
-0.16912,-0.53458,-0.93422,-0.07795,-0.27764,0.17699115
-0.78214,0.05028,-0.28628,0.56849,-0.11405,0.159292035
-0.46972,-0.98501,-0.50462,-0.06389,0.061,0.17699115
-0.33779,-0.98734,-0.24583,0.07952,0.00574,0.150442478
-0.55777,-0.77493,0.10297,-0.16122,-0.21915,0.185840708
-0.33803,-1.08041,-0.15577,-0.12214,0.15249,0.132743363
-0.1578,-1.46832,-0.33115,0.02233,-0.07071,0.079646018
-0.33966,-1.21785,-0.09987,0.45103,0.0236,0.061946903
-0.55817,-0.80318,-0.16918,-0.0308,-0.4735,0.044247788
-0.78179,-0.33879,-0.38399,0.43492,-0.58306,0.061946903
-0.65311,-0.35656,-0.8782,0.01575,-1.01713,0.07079646
-0.52616,0.27866,-1.1455,-1.27233,-0.63477,0.115044248
-0.25545,1.45715,-0.73911,-1.61533,0.51136,0.168141593
-0.50315,1.98606,-1.07602,-0.60989,0.80947,0.194690265
-0.54631,1.30842,-1.67281,-1.12328,-0.10559,0.203539823
-0.64409,0.90534,-2.37718,-0.11686,-1.17417,0.17699115
-0.74974,0.94415,-1.77581,0.08664,-0.6629,0.221238938
-0.83844,1.19402,-1.68464,1.01569,-0.53786,0.256637168
-0.68235,0.91186,-1.63439,0.41488,-0.61504,0.221238938
-0.41487,0.54808,-1.24789,0.22047,-0.67995,0.221238938
-0.58349,0.38519,-1.03539,0.75972,-0.59449,0.159292035
-0.67598,0.44167,-1.17932,0.72255,-0.61628,0.247787611
-0.55964,0.2909,-1.55796,-0.24978,-0.83585,0.185840708
-0.79735,1.07381,-1.47932,1.97216,-0.55321,0.230088496
-1.29635,1.53918,-1.08892,3.19107,-0.20516,0.212389381
-1.22247,1.06658,-1.19448,2.10251,-0.37195,0.230088496
-1.20065,0.75073,-1.20439,1.43283,-0.42106,0.221238938
-1.10083,0.62579,-1.48501,0.99787,-0.54448,0.256637168
-1.01943,0.64695,-1.61454,0.86372,-0.65993,0.230088496
-1.05155,0.71684,-1.65422,0.95949,-0.69375,0.203539823
-0.74795,0.10995,-1.80451,0.03974,-0.76844,0.185840708
-1.0405,0.42237,-1.29436,0.95494,-0.5513,0.230088496
-1.00241,0.43583,-1.21429,0.81924,-0.48578,0.283185841
-1.13852,0.4688,-1.104,1.13414,-0.46732,0.274336283
-1.06675,0.57653,-1.33557,0.75878,-0.72225,0.221238938
-0.56491,0.84962,-1.23523,-1.16184,0.10369,0.17699115
-0.9027,0.26489,-1.71091,-0.26113,-0.93858,0.168141593
-0.82778,1.09346,-1.50055,-0.44103,0.0492,0.123893805
-0.95286,0.66009,-1.69647,0.01147,-0.57146,0.079646018
-0.73126,0.7774,-1.95687,-0.40488,-0.67633,0.061946903
-0.81449,0.76383,-1.72875,-0.08286,-0.50696,0.10619469
-0.82092,0.76461,-1.64355,0.19848,-0.49182,0.10619469
-0.75987,0.45356,-1.31565,0.19804,-0.48894,0.088495575
-0.5452,0.133,-1.0917,0.09325,-0.58645,0.14159292
-0.34122,-0.21703,-1.12371,-0.2619,-0.82719,0.159292035
-0.4284,-0.30669,-0.89644,0.0635,-0.74525,0.203539823
-0.66522,-0.10632,-1.13476,0.2265,-0.64912,0.168141593
-1.01643,-0.09106,-0.82441,0.3108,-0.549,0.256637168
-1.09745,0.3226,-1.06016,0.81683,-0.49256,0.168141593
-1.22054,0.34124,-1.16555,0.63507,-0.4743,0.10619469
-1.27898,0.81702,-1.15167,1.59853,-0.37672,0.088495575
-1.31731,0.92612,-1.10897,2.0719,-0.22925,0.088495575
-1.28564,0.36738,-1.06827,1.0604,-0.33946,0.088495575
-1.39127,0.59207,-1.09507,1.51901,-0.21286,0.008849558
-1.37094,0.32647,-0.84534,1.23508,-0.17268,0.061946903
-1.17057,0.10553,-1.044,0.61465,-0.41124,0.07079646
-1.26912,0.3212,-0.79677,1.26625,-0.22727,0.079646018
-1.26675,0.42502,-0.85891,1.30107,-0.30032,0.03539823
-1.14736,0.30387,-1.00742,0.66719,-0.50577,0.026548673
-0.99989,0.43554,-1.48534,-0.18265,-0.71793,0.017699115
-0.95745,0.48185,-1.7455,-0.27506,-1.06605,0.079646018
-0.96259,0.49926,-1.86871,-0.77328,-0.84776,0.10619469
-1.13868,0.59545,-2.057,0.13878,-1.14574,0.17699115
-0.92148,0.73246,-1.97827,-0.71135,-0.8616,0.123893805
-1.1337,0.99495,-1.65449,0.35477,-0.49646,0.123893805
-1.03431,0.84268,-1.72103,0.38744,-0.67255,0.061946903
-1.03335,0.65203,-1.45349,0.15344,-0.57909,0.07079646
-0.74116,0.41662,-1.5692,0.04088,-0.53421,0.150442478
-0.56527,-0.18972,-1.11133,-0.29399,-0.66242,0.212389381
-0.46543,-0.44081,-1.04394,-0.45547,-0.75196,0.194690265
-0.90372,0.39967,-0.98046,1.60313,-0.23937,0.159292035
-1.17681,0.39723,-1.04113,1.13223,-0.33083,0.168141593
-1.1086,0.20945,-1.151,0.43265,-0.36917,0.203539823
-1.18277,0.12701,-1.05309,0.45062,-0.30037,0.230088496
-1.09481,-0.40325,-1.37067,-0.30018,-0.71166,0.230088496
-0.92583,-0.23951,-1.31148,-0.25462,-0.34323,0.247787611
-1.08022,-0.17242,-1.37285,-0.32352,-0.52487,0.212389381
-0.75035,0.17566,-0.80555,-0.95267,0.47933,0.14159292
-0.98662,-0.28724,-1.13126,-0.22024,-0.57608,0.159292035
-0.78228,-0.53592,-0.93556,0.02436,-0.54287,0.150442478
-0.48182,-0.70991,-0.8757,-0.28089,-0.77331,0.230088496
-0.49446,-0.18723,-0.99,0.13844,-0.78711,0.203539823
-0.6378,0.40836,-1.47626,0.4704,-0.84756,0.221238938
-0.54327,0.40626,-1.83475,-0.2217,-1.09673,0.247787611
-0.35699,1.08934,-1.83611,-1.26115,-0.42769,0.247787611
-0.70714,0.33816,-2.18375,-0.2279,-1.50675,0.318584071
-0.56358,1.13671,-1.76334,-1.09188,-0.22568,0.238938053
-0.60522,0.79277,-1.77215,-0.42787,-0.77188,0.238938053
-0.47496,0.85788,-1.98441,-0.17623,-1.01001,0.238938053
-0.26885,0.77584,-2.09663,-0.19195,-1.23503,0.292035398
-0.30406,0.71209,-1.79352,0.16623,-1.10392,0.336283186
0.02895,0.39708,-1.62684,0.41153,-1.03239,0.292035398
-0.331,0.15408,-1.42593,0.19669,-0.95041,0.327433628
-0.72178,0.6894,-1.59193,1.28119,-0.63976,0.238938053
-0.9804,0.78238,-1.42566,1.40995,-0.61818,0.283185841
-1.01957,0.47173,-1.3989,0.71289,-0.62754,0.230088496
-1.05388,0.29878,-1.11437,0.45696,-0.39777,0.327433628
-1.00696,0.01862,-1.14832,-0.08491,-0.47453,0.300884956
-0.92745,0.15087,-1.37883,0.46986,-0.32305,0.283185841
-0.73569,-0.4103,-1.0353,0.04303,-0.47846,0.221238938
-0.89525,-0.22006,-1.08565,-0.20772,-0.55093,0.159292035
-1.0356,-0.03057,-0.97027,0.41808,-0.43623,0.194690265
-1.06227,0.0917,-0.99105,0.50132,-0.30375,0.238938053
-1.01079,-0.29273,-1.20702,0.03457,-0.71296,0.221238938
-0.74242,-0.26697,-1.04648,-0.07352,-0.34754,0.203539823
-0.45348,-0.13206,-1.12363,0.13796,-0.73249,0.150442478
-0.77875,0.26744,-1.01517,-0.07493,-0.6651,0.238938053
-0.32472,0.62179,-1.26799,-1.24944,-0.39699,0.274336283
-0.26714,1.92427,-0.88554,-0.82615,0.67032,0.256637168
-0.2831,1.89973,-1.18895,-1.2552,0.60233,0.221238938
-0.37846,1.96673,-1.3316,-1.19581,0.74394,0.14159292
-0.66661,0.68792,-2.05317,0.08452,-1.11288,0.168141593
-0.72711,0.8188,-1.75979,0.18705,-0.68356,0.123893805
-0.68505,0.7207,-1.75358,0.34731,-0.74124,0.10619469
-0.61371,0.4885,-1.14864,0.1858,-0.66356,0.132743363
-0.21542,-0.13441,-1.03321,-0.38757,-1.04785,0.10619469
0.01499,-0.4431,-0.83009,-0.06861,-0.78339,0.185840708
-0.40151,-0.35248,-0.74006,0.0459,-0.67703,0.17699115
-0.67524,-0.30638,-0.89267,0.13146,-0.60738,0.159292035
-0.74969,-0.51557,-0.88832,-0.11153,-0.57103,0.07079646
-0.73228,-0.31868,-0.78348,-0.00328,-0.33532,0.061946903
-1.03379,-0.47114,-0.64906,-0.2734,-0.47371,0.123893805
-0.83258,-0.41273,-0.53583,0.17099,-0.21094,0.150442478
-1.1383,-0.10304,-0.43539,0.31267,-0.10758,0.088495575
-0.80659,-0.56282,-0.40794,-0.58757,-0.03469,0.03539823
-0.38731,-1.1797,-0.30591,-0.09729,-0.38689,0.044247788
-0.24299,-0.8367,-0.06101,0.39984,0.23951,0.044247788
-0.63555,-0.82119,-0.06596,-0.21435,-0.08095,0.07079646
0.11151,-0.62609,0.32996,-1.06064,0.33963,0.07079646
1.84769,-1.19963,0.59006,0.75856,-1.04812,0.088495575
1.34221,-0.03457,0.36378,-0.16295,-0.64393,0.123893805
-0.56022,-0.05576,-1.41991,-0.27083,-1.38871,0.10619469
-0.14615,1.53778,-1.06519,-2.21138,0.63699,0.194690265
-0.19282,1.90592,-1.1338,-1.48089,0.52862,0.194690265
-0.26044,1.7856,-1.21798,-2.01329,0.68072,0.194690265
-0.167,2.20053,-0.96947,-0.49378,0.63554,0.212389381
0.00882,1.96871,-0.94315,-0.72369,0.72887,0.185840708
-0.54717,1.04526,-1.00935,-0.82387,0.11626,0.17699115
-0.58756,0.39519,-1.153,0.17895,-0.87409,0.265486726
-0.3706,-0.10523,-1.00457,-0.34396,-1.02076,0.300884956
0.13183,-0.38515,-0.85953,-0.31579,-0.95974,0.274336283
-0.6176,-0.23611,-0.61434,-0.00108,-0.82305,0.292035398
-0.75466,-0.37438,-0.46944,-0.03628,-0.65304,0.168141593
-0.40424,-0.54833,-0.35894,0.17304,-0.74729,0.230088496
-1.0096,-0.26548,-0.38211,0.31264,-0.48053,0.10619469
-0.97212,-0.46421,-0.49526,-0.25493,-0.48001,0.132743363
-0.8324,-0.14284,-0.16656,-1.01913,0.29261,0.017699115
-1.12639,-0.31186,-0.48963,0.27115,-0.29192,0.079646018
-1.17686,-0.26684,-0.30354,0.11137,-0.09259,0.115044248
-0.82861,-0.93391,-0.35185,-0.44771,-0.3213,0.123893805
-0.78923,-1.09414,-0.17208,-0.2294,-0.34252,0.123893805
-0.64582,-1.10654,-0.02041,-0.0808,-0.32828,0.088495575
-0.2498,-1.14948,0.10612,0.166,-0.46598,0.10619469
0.55728,-0.80553,0.56262,0.59208,-1.04206,0.061946903
-0.32823,-0.0569,-0.53248,-0.06597,-0.8694,0.079646018
-0.70958,0.04661,-1.19856,-0.43007,-1.02488,0.061946903
-0.64755,0.57068,-1.1441,-1.42154,-0.25779,0.115044248
-0.5776,1.46936,-1.00061,-1.72783,0.72243,0.132743363
-0.89199,1.0419,-1.29389,-1.11407,-0.25051,0.17699115
-1.09455,0.25676,-1.47015,-0.41198,-1.08298,0.115044248
-0.7112,0.84788,-1.03992,-1.43157,0.20104,0.168141593
-0.94513,0.23037,-1.16178,0.05178,-0.77976,0.212389381
-0.81373,0.0944,-0.90017,-0.34814,-0.59636,0.265486726
-0.82784,-0.14315,-0.38956,-0.13157,-0.72781,0.150442478
-0.5042,-0.50279,-0.26311,-0.26152,-0.60284,0.10619469
-0.54737,-0.62427,-0.21463,-0.14069,-0.53385,0.053097345
-0.69342,-0.549,-0.18201,0.27204,-0.45699,0.044247788
-1.25332,-0.25704,-0.10621,0.58514,-0.27857,0.026548673
-0.98765,-0.45162,-0.11189,0.25414,-0.41401,0.026548673
-1.35997,0.24951,0.13354,1.93839,-0.02202,0.026548673
-1.58295,0.45617,0.19887,2.05414,-0.21642,0.008849558
-1.63803,0.4051,0.32725,2.05459,-0.17373,0.07079646
-1.48965,0.15125,-0.04408,1.63798,0.04709,0.07079646
-1.42476,-0.3742,-0.01692,0.79888,-0.0471,0.079646018
-1.29961,-0.46676,-0.00074,0.55027,-0.10102,0.008849558
-0.95215,-0.85262,-0.07054,-0.00172,-0.16421,0.07079646
-0.33533,-1.16859,-0.06545,-0.07164,-0.42221,0.123893805
-0.93752,-0.38308,-0.18392,0.20274,-0.59897,0.132743363
-1.08198,0.1683,-0.47849,0.59042,-0.62199,0.10619469
-0.97281,0.00333,-0.6631,-0.14429,-0.79223,0.044247788
-0.76879,0.73272,-0.72683,-0.80703,-0.17784,0.07079646
-1.09893,0.94882,-0.62101,0.30732,-0.50517,0.061946903
-1.09808,1.06542,-0.96168,1.13956,-0.20026,0.07079646
-1.1429,0.76624,-0.71221,0.62283,-0.04602,0.061946903
-1.13519,0.8473,-0.74242,0.8347,-0.04459,0.03539823
-1.13849,0.50359,-0.56069,0.56592,-0.11925,0.044247788
-1.05198,0.14318,-0.32496,0.13499,-0.1877,0.026548673
-0.56012,-0.39062,-0.44723,-0.36276,-0.55602,0.044247788
-0.82493,-0.19307,-0.23502,0.06154,-0.52516,0.044247788
-0.93819,-0.00366,-0.40994,0.40034,-0.43038,0.10619469
-1.05107,-0.50452,-0.18912,-0.15109,-0.50592,0.079646018
-0.79198,-0.88403,-0.21886,-0.5487,-0.33611,0.14159292
-0.86385,-1.03149,-0.06973,-0.19964,-0.41875,0.07079646
-0.82337,-1.02334,-0.33109,-0.60811,-0.52978,0.123893805
-0.82888,-0.91785,-0.23889,-0.24948,-0.51132,0.061946903
-0.82831,-0.89567,-0.35756,-0.27339,-0.28258,0.061946903
-0.98883,-1.13461,-0.15957,-0.36874,-0.27759,0.044247788
-0.98691,-0.88147,-0.0654,-0.42911,-0.31406,0.044247788
-1.15746,-0.60599,0.07466,0.26077,-0.07388,0.044247788
-1.17622,-0.40194,-0.09494,0.28326,-0.0886,0.097345133
-1.09106,-0.39593,-0.20697,0.09873,-0.11291,0.088495575
-1.08971,0.36183,-0.37287,1.28204,-0.07947,0.168141593
-1.10407,0.41576,-0.28226,1.26644,0.01894,0.097345133
-1.2104,0.46193,-0.1652,1.62346,0.1464,0.123893805
-1.11706,0.45562,-0.21428,1.51041,0.07993,0.10619469
-1.15518,0.24645,-0.35237,1.05575,0.02542,0.097345133
-1.19196,0.50205,-0.63549,1.49164,-0.03366,0.150442478
-1.47036,1.48809,-0.46247,3.73591,0.35083,0.14159292
-1.28759,1.12303,-0.67388,2.51979,0.04781,0.212389381
-1.17936,0.8255,-0.82955,1.73478,-0.08431,0.159292035
-1.1395,0.4892,-0.68378,1.32601,-0.24747,0.14159292
-1.27814,1.04085,-0.44255,3.06322,0.11513,0.132743363
-1.29861,0.90808,-0.32856,2.82968,0.15155,0.14159292
-1.46443,1.05565,-0.21126,3.32243,0.30242,0.10619469
-1.29026,0.4411,-0.34648,1.80166,0.03659,0.185840708
-1.28572,0.46199,-0.25643,1.81177,0.15084,0.150442478
-1.1778,-0.0375,-0.51244,0.6878,-0.23521,0.230088496
-1.25485,0.0384,-0.57845,1.07751,-0.14012,0.14159292
-1.38259,-0.03499,-0.6471,0.99913,-0.09765,0.150442478
-1.14284,-0.46576,-0.87118,-0.19814,-0.46947,0.079646018
-1.13644,-0.48665,-0.67842,-0.32938,-0.27923,0.097345133
-1.17017,-0.60927,-0.65981,-0.20293,-0.37732,0.185840708
-1.12559,-0.63543,-0.67872,-0.28894,-0.34794,0.168141593
-1.15988,-0.51662,-0.60985,0.01263,-0.27977,0.132743363
-1.08999,-0.43029,-0.58058,0.26393,-0.31154,0.03539823
-1.39726,0.05891,-0.45921,1.22036,-0.12303,0.088495575
-1.20279,0.05553,-0.88008,-0.01176,-0.39646,0.150442478
-0.95355,0.6123,-0.68927,-0.78037,0.27273,0.221238938
-0.97848,0.71462,-0.95024,-0.79586,0.19001,0.265486726
-1.23614,0.52553,-1.35753,0.08626,-0.33139,0.203539823
-1.23746,0.54474,-1.55489,0.04867,-0.53234,0.17699115
-1.21921,0.62399,-1.41114,0.31477,-0.5188,0.14159292
-0.97124,0.79593,-1.37061,-1.05608,0.00134,0.168141593
-1.07215,0.14988,-1.44567,-0.56919,-0.83571,0.14159292
-0.62879,0.3247,-1.34102,-0.26819,-0.7469,0.230088496
-0.42388,0.05754,-0.97448,0.08503,-0.89248,0.212389381
-0.1807,-0.46291,-0.86437,-0.42871,-1.06496,0.265486726
0.53203,-0.32269,-0.15291,-1.35996,-0.13152,0.230088496
-0.9306,0.11709,-0.62481,0.67466,-0.43281,0.194690265
-1.32384,0.51184,-0.94034,1.06013,-0.33604,0.132743363
-1.24232,-0.20076,-0.95482,-0.24296,-0.63324,0.061946903
-0.86546,-0.57886,-0.52989,-0.38722,-0.25195,0.061946903
-0.86888,-0.74543,-0.595,-0.21205,-0.44652,0.07079646
-0.80332,-0.9496,-0.33871,-0.33532,-0.329,0.053097345
-1.00515,-0.89269,-0.65379,-0.28568,-0.34704,0.132743363
-1.22985,0.06175,-0.61377,1.04765,-0.10693,0.123893805
-1.06783,-0.31493,-0.94012,-0.25773,-0.57624,0.221238938
-0.83525,-0.44686,-0.81926,-0.10094,-0.40415,0.203539823
-0.83749,-0.35858,-0.66945,0.16704,-0.35978,0.194690265
-1.15401,0.52788,-1.00053,1.09607,-0.56889,0.168141593
-0.8704,0.60793,-1.3683,0.88253,-0.72025,0.168141593
-0.77497,0.61275,-1.53104,0.29339,-0.8862,0.256637168
-0.23023,1.63368,-1.10894,-1.98777,0.70862,0.238938053
-0.35259,2.07161,-1.36762,-0.98989,0.65654,0.283185841
-0.32323,1.8849,-1.60634,-1.66312,0.50829,0.274336283
-0.26949,2.25168,-1.88113,-0.99307,0.43025,0.309734513
-0.25389,1.12197,-2.32111,-0.05164,-0.8519,0.327433628
-0.07609,0.73987,-2.33831,-0.71028,-1.0238,0.318584071
0.1894,0.46727,-2.06755,-0.67988,-1.1381,0.345132743
0.65388,0.22148,-1.61819,-0.18104,-1.44159,0.407079646
0.3779,0.46692,-1.40452,-1.19522,-0.30585,0.504424779
0.47539,-0.48201,-1.58348,-0.1196,-0.90756,0.504424779
0.36989,-0.71625,-1.46285,-0.3045,-0.81409,0.389380531
-0.42497,0.06782,-1.2096,0.23225,-0.53994,0.318584071
-0.88419,0.29211,-1.24921,0.02773,-0.59821,0.238938053
-0.71598,-0.41981,-1.30651,-0.46856,-0.71782,0.194690265
-0.61388,-0.5604,-0.83312,-0.21905,-0.56644,0.07079646
-0.36157,-1.1804,-0.77948,0.16729,-0.22514,0.159292035
-0.78123,-0.72719,-0.75428,-0.23258,-0.37759,0.185840708
-0.8974,-0.8876,-0.80321,-0.4356,-0.43955,0.185840708
-0.99333,-0.80342,-0.9845,-0.33953,-0.40048,0.168141593
-0.97058,-0.79157,-0.72651,0.00782,-0.32382,0.150442478
-0.93698,-0.59679,-0.81992,-0.22544,-0.54484,0.150442478
-0.38955,-0.57762,-0.84524,-0.20924,-0.95916,0.150442478
-0.55516,-0.1656,-1.21227,-0.12252,-0.95979,0.132743363
-0.62559,0.61245,-1.24831,-0.97712,-0.09664,0.203539823
-0.49423,1.70533,-1.02718,-1.02676,0.827,0.212389381
-0.4436,2.18918,-1.34109,-0.42221,0.75367,0.212389381
-0.50424,2.13924,-1.35681,-0.6235,0.8284,0.194690265
-0.56296,0.70708,-2.42885,-0.37848,-1.233,0.159292035
-0.23936,1.89998,-1.74625,-1.81177,0.66138,0.292035398
-0.22914,0.74229,-2.78669,-0.67825,-1.07232,0.389380531
-0.05374,0.86379,-2.39388,0.22105,-1.10909,0.362831858
0.38785,0.24062,-2.39201,-0.23296,-0.99976,0.433628319
0.15956,0.36271,-2.04158,0.75832,-0.66124,0.380530973
-0.49519,0.98936,-1.84177,1.08091,-0.5519,0.442477876
-0.48832,0.27943,-1.6604,0.0506,-0.74908,0.336283186
0.13034,-0.68738,-1.66025,-0.21722,-0.73466,0.371681416
0.72538,0.21619,-0.89733,-2.04117,1.35088,0.353982301
0.69883,0.24158,-0.94287,-1.90092,1.33009,0.336283186
0.1344,-1.10102,-1.46298,0.01375,-0.47783,0.283185841
-0.2719,-0.83749,-1.1593,-0.219,0.06158,0.265486726
-0.77548,-0.73681,-0.79919,-0.62521,-0.14174,0.221238938
-0.81057,-0.8439,-0.79799,-0.84952,-0.13938,0.194690265
-0.81391,-0.77449,-0.63217,-0.70901,-0.0019,0.14159292
-0.60004,-0.85185,-0.66835,-0.62715,-0.26744,0.168141593
-0.06358,-0.51776,-0.16133,-1.42313,0.32808,0.115044248
-0.18463,-0.39363,-0.67206,0.19434,-0.77951,0.14159292
-0.55352,0.43615,-1.12267,-1.06839,0.02776,0.185840708
0.363,1.24006,-0.86379,-1.69748,0.46783,0.238938053
0.75374,1.72875,-0.32103,-1.51692,-0.15382,0.283185841
0.59886,1.89159,-1.56375,-1.86303,0.00032,0.309734513
0.15597,2.26218,-1.47069,-1.07989,0.19063,0.362831858
0.09862,2.18388,-2.0893,-1.2179,0.36357,0.353982301
0.21638,1.99668,-2.41393,-1.25941,0.62789,0.389380531
0.032,0.92479,-3.04191,-0.26111,-0.94202,0.407079646
0.22951,1.03323,-2.54656,0.41736,-0.87541,0.522123894
0.60294,0.54342,-2.36017,-0.1054,-1.16309,0.424778761
0.65495,0.30526,-2.35238,-0.19278,-1.18607,0.486725664
0.46493,0.23149,-2.45145,-0.36836,-1.01864,0.398230088
0.23346,0.15666,-2.19036,0.04594,-0.88778,0.504424779
0.41341,-0.04838,-1.7603,-0.00231,-0.80455,0.477876106
0.29803,-0.15051,-1.52979,-0.53806,-0.27677,0.522123894
0.0614,-0.10921,-1.53738,-0.02907,-0.05153,0.389380531
1.87676,-0.8716,-1.16692,0.16462,-0.36614,0.82300885
1.49172,-0.81973,-1.27701,0.62982,0.00239,0.867256637
1.03936,-0.82906,-1.19323,0.39656,0.09083,0.805309735
